"ID tanggapan","Tanggal pengiriman","Halaman terakhir","Bahasa utama","Biji","Tanggal mulai","Tanggal tindakan terakhir","Jenis Kelamin ","Usia","Asal Institusi","Status","Jabatan Akademik","Masa Kerja","Strata","Menurut Anda, hal apa yang pertama kali terlintas di pikiran Anda tatkala mendengar istilah Artificial Intelligent (AI)? ","Sejauh mana Anda memahami kondisi yang menuntut Anda menggunakan AI? ","Sejauh mana Anda memahami penggunaan AI secara bijak dan bertanggung jawab? ","Apakah Anda mengetahui bahwa Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi Tahun 2024 telah menerbitkan dokumen Panduan Penggunaan Generative AI (GenAI) pada Pembelajaran di Perguruan Tinggi? ","Seberapa sering Anda menggunakan aplikasi AI untuk pekerjaan terkait dengan status Anda sebagai Dosen/Tenaga Kependidikan/Mahasiswa? ","Menurut Anda, seberapa besar ketergantungan Anda pada penggunaan AI untuk pekerjaan terkait status Anda? ","Penggunaan AI membantu Anda meningkatkan pemahaman tentang suatu materi/pekerjaan ","Apakah perguruan tinggi Anda memiliki dokumen panduan resmi mengenai penggunaan AI? ","Apakah dokumen panduan AI tersebut secara resmi diterbitkan oleh perguruan tinggi? ","Apakah dokumen panduan penggunaan AI di perguruan tinggi Anda diterbitkan berdasarkan surat keputusan atau surat edaran dari pimpinan (Rektor/Ketua)? ","Kapan dokumen tersebut diterbitkan? ","Apakah dokumen panduan penggunaan AI mencakup aspek etika, seperti anti-plagiarisme, bias algoritmik, atau penyalahgunaan data? ","Apakah ada aturan spesifik mengenai penggunaan AI untuk tugas mata kuliah, skripsi, tesis, disertasi, atau publikasi ilmiah? ","Apakah dokumen panduan penggunaan AI mencantumkan sanksi atau konsekuensi bagi pelanggaran yang dilakukan oleh mahasiswa atau dosen? ","Apakah di perguruan tinggi Anda ada panduan untuk pemanfaatan AI dalam proses administratif dan operasional universitas? ","Apakah panduan tersebut telah disosialisasikan kepada seluruh sivitas akademika (dosen, mahasiswa, staf)? ","Seberapa mudah dokumen tersebut diakses? (Misalnya, tersedia di situs web resmi, hanya di intranet, atau hanya tersedia secara secara printed) ","Apakah perguruan tinggi Anda menyelenggarakan pelatihan atau lokakarya bagi dosen dan mahasiswa tentang penggunaan AI secara bijak dan bertanggung jawab? ","Saya memahami isi dokumen panduan (penggunaan AI yang diterbitkan oleh kampus Saya, atau Panduan Penggunaan AI pada Pembelajaran di Perguruan Tinggi yang diterbitkan oleh Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi Tahun 2024.) ","Menurut Anda, apakah panduan penggunaan AI akan bermanfaat dalam memandu Anda menggunakan AI secara etis dan produktif? ","Panduan tersebut justru terlalu membatasi kreativitas dan inovasi dalam pekerjaan administratif/pembelajaran/penelitian)? ","Menurut Anda, apakah penggunaan AI di lingkungan PTKIN dalam konteks akademik dan administrasi perlu diatur secara formal?","Tuliskan saran/harapan Anda terhadap regulasi penggunaan AI di PTKIN?"
"718","2025-09-18 08:26:41","7","id","2089392549","2025-09-18 08:20:05","2025-09-18 08:26:41","Perempuan","< 20","Universitas Islam Negeri Fatmawati Sukarno","Mahasiswa",,,"S1","Sangat Menjanjikan","Paham","Paham","Tidak","Sangat Sering","Sangat Bergantung","Setuju","Tidak",,,,,"Tidak",,,,,"Tidak",,,,"Perlu","Semoga AI dapat digunakan secara baik untuk kegiatan"
"719","2025-09-18 08:26:37","7","id","2002184375","2025-09-18 08:23:49","2025-09-18 08:26:37","Perempuan","30 - 45","Universitas Islam Negeri Sunan Gunung Djati","Dosen tanpa Tugas Tambahan (DS)","Lektor (L)","2 – 5 tahun",,"Sangat Menjanjikan","Paham","Paham","Tidak","Sangat Sering","Bergantung","Sangat Setuju","Tidak",,,,,"Tidak",,"Tidak",,,"Tidak",,,,"Tidak Perlu","Sama seperti plagiasi, diperbolehkan ai sekian persen.."
"722","2025-09-18 08:42:29","7","id","1250968157","2025-09-18 08:37:44","2025-09-18 08:42:29","Laki-laki","< 20","Universitas Islam Negeri Siber Syekh Nurjati","Mahasiswa",,,"S1","Sangat Mengkhawatirkan","Paham","Paham","Ya","Sering","Sangat Bergantung","Setuju","Ya","Ya","Ya","2025","Ya","Ya","Ya",,,,"Ya","Setuju","Setuju","Setuju","Perlu","Jangan sampai salah penggunaan"
"726","2025-09-18 09:10:38","7","id","29697419","2025-09-18 09:09:10","2025-09-18 09:10:38","Laki-laki","20 - 29","Universitas Islam Negeri Walisongo","Mahasiswa",,,"S1","Sedikit Mengkhawatirkan","Paham","Sangat Paham","Tidak","Pernah","Tidak Bergantung","Sangat Setuju","Tidak",,,,,"Ya","Ya",,,,"Ya",,,,"Perlu","Ada batasanya"
"727","2025-09-18 09:22:26","7","id","492009334","2025-09-18 09:14:17","2025-09-18 09:22:26","Perempuan","< 20","Universitas Islam Negeri Siber Syekh Nurjati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Ya","Sering","Bergantung","Setuju","Ya","Ya","Ya","2022","Ya","Ya","Ya",,,,"Ya","Setuju","Setuju","Setuju","Perlu","Penguasaan teknologi yang berimbang, dengan demikian AI dapat menjadi alat yang mendukung pendidikan dan pengembangan diri, bukan sekedar alat yang tidak memiliki makna sepiritual"
"728","2025-09-18 09:27:17","7","id","1647184572","2025-09-18 09:24:03","2025-09-18 09:27:17","Perempuan","< 20","Universitas Islam Negeri Siber Syekh Nurjati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Ya","Pernah","Tidak Bergantung","Setuju","Ya","Ya","Ya","2025","Ya","Ya","Ya",,,,"Ya","Setuju","Setuju","Setuju","Perlu","sangat membantu"
"729","2025-09-18 09:41:22","7","id","904441433","2025-09-18 09:26:23","2025-09-18 09:41:22","Perempuan","< 20","Universitas Islam Negeri Siber Syekh Nurjati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Tidak","Pernah","Bergantung","Setuju","Ya","Ya","Ya","2024","Tidak","Ya","Ya",,,,"Ya","Setuju","Setuju","Setuju","Perlu","baus"
"730","2025-09-18 09:30:50","7","id","1094189406","2025-09-18 09:26:46","2025-09-18 09:30:50","Perempuan","< 20","Universitas Islam Negeri Siber Syekh Nurjati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Ya","Pernah","Bergantung","Setuju","Ya","Ya","Ya","2025","Ya","Ya","Ya",,,,"Ya","Setuju","Setuju","Setuju","Perlu","sangat penting"
"731","2025-09-18 09:35:40","7","id","1933159509","2025-09-18 09:32:11","2025-09-18 09:35:40","Perempuan","< 20","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Sedikit Mengkhawatirkan","Paham","Paham","Tidak","Pernah","Bergantung","Setuju","Tidak",,,,,"Ya","Ya",,,,"Ya",,,,"Perlu",""
"732","2025-09-18 09:38:20","7","id","324654177","2025-09-18 09:33:50","2025-09-18 09:38:20","Perempuan","< 20","Universitas Islam Negeri Siber Syekh Nurjati","Mahasiswa",,,"S1","Sangat Menjanjikan","Paham","Paham","Ya","Pernah","Bergantung","Setuju","Tidak",,,,,"Ya","Tidak",,,,"Tidak","Setuju","Sangat Setuju","Setuju","Perlu","harus ada batasan karena AI itu bisa membantu bisa MEMBODOHKAN"
"733","2025-09-18 09:38:06","7","id","1549958766","2025-09-18 09:35:41","2025-09-18 09:38:06","Laki-laki","< 20","Universitas Islam Negeri Siber Syekh Nurjati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Tidak","Pernah","Tidak Bergantung","Setuju","Tidak",,,,,"Tidak",,,,,"Ya",,,,"Perlu","bisa di gunakan secara bijak"
"737","2025-09-18 09:43:13","7","id","874761398","2025-09-18 09:39:24","2025-09-18 09:43:13","Perempuan","< 20","Universitas Islam Negeri Siber Syekh Nurjati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Ya","Pernah","Bergantung","Setuju","Ya","Ya","Ya","2022","Ya","Ya","Ya",,,,"Ya","Setuju","Setuju","Setuju","Perlu","semoga mahasiswa dapat menggunakan AI lebih bijak lgi dari sebelumnya "
"740","2025-09-18 09:48:51","7","id","679346699","2025-09-18 09:45:48","2025-09-18 09:48:51","Perempuan","< 20","Universitas Islam Negeri Siber Syekh Nurjati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Tidak Paham","Ya","Pernah","Bergantung","Setuju","Ya","Ya","Tidak",,,"Ya","Tidak",,,,"Ya","Setuju","Setuju","Setuju","Perlu","menjadi lebih rinci
"
"742","2025-09-18 09:52:01","7","id","1414229923","2025-09-18 09:49:11","2025-09-18 09:52:01","Perempuan","< 20","Universitas Islam Negeri Siber Syekh Nurjati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Ya","Pernah","Bergantung","Setuju","Ya","Tidak","Tidak",,,"Ya","Tidak",,,,"Ya","Setuju","Setuju","Setuju","Perlu","menjadi lebih rinci"
"743","2025-09-18 09:55:11","7","id","705915420","2025-09-18 09:49:22","2025-09-18 09:55:11","Perempuan","< 20","Universitas Islam Negeri Siber Syekh Nurjati","Mahasiswa",,,"S1","Sedikit Mengkhawatirkan","Paham","Paham","Tidak","Sering","Bergantung","Setuju","Tidak",,,,,"Ya","Tidak",,,,"Ya",,,,"Perlu","Penggunaan AI itu ada plus minus nya tergantung yang menggunakan nya 
Sistem AI itu sudah sangat canggih kita sebagai pengguna harus cerdas dalam menggunakan nya jangan sampai kita menjadi budak AI "
"745","2025-09-18 10:07:08","7","id","845987716","2025-09-18 10:00:15","2025-09-18 10:07:08","Laki-laki","< 20","Universitas Islam Negeri Siber Syekh Nurjati","Mahasiswa",,,"S1","Cukup Menjanjikan","Tidak Paham","Sangat Paham","Ya","Pernah","Bergantung","Setuju","Tidak",,,,,"Ya","Ya",,,,"Ya","Sangat Setuju","Sangat Setuju","Setuju","Tidak Perlu","semoga bisa di pakai dengan sangat bijak"
"746","2025-09-18 10:05:40","7","id","1948621265","2025-09-18 10:00:19","2025-09-18 10:05:40","Laki-laki","30 - 45","Universitas Islam Negeri Sunan Gunung Djati","Dosen tanpa Tugas Tambahan (DS)","Lektor (L)","5 – 10 tahun",,"Sangat Menjanjikan","Sangat Paham","Sangat Paham","Tidak","Sering","Bergantung","Setuju","Tidak",,,,,"Tidak",,"Tidak",,,"Tidak",,,,"Sangat Perlu","PTKIN memiliki panduan, pedoman, dan melaksanakan pelatihan pemanfaatan AI."
"747","2025-09-18 10:08:04","7","id","1638611642","2025-09-18 10:05:00","2025-09-18 10:08:04","Laki-laki","< 20","Universitas Islam Negeri Siber Syekh Nurjati","Mahasiswa",,,"S1","Cukup Menjanjikan","Tidak Paham","Paham","Tidak","Pernah","Tidak Bergantung","Setuju","Tidak",,,,,"Ya","Ya",,,,"Tidak",,,,"Tidak Perlu","Dapat digunakan dengan sebaik baik nya"
"748","2025-09-18 10:16:57","7","id","1945304434","2025-09-18 10:11:14","2025-09-18 10:16:57","Perempuan","< 20","Universitas Islam Negeri Siber Syekh Nurjati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Ya","Sering","Bergantung","Setuju","Ya","Ya","Ya","2023","Ya","Ya","Ya",,,,"Ya","Setuju","Sangat Setuju","Setuju","Perlu","Semoga semakin berkembang dan bermanfaat buat orang lain. "
"749","2025-09-18 10:19:48","7","id","311874382","2025-09-18 10:16:09","2025-09-18 10:19:48","Laki-laki","< 20","Universitas Islam Negeri Siber Syekh Nurjati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Tidak","Pernah","Tidak Bergantung","Setuju","Ya","Ya","Ya","2024","Ya","Ya","Ya",,,,"Ya","Setuju","Setuju","Setuju","Perlu",""
"750","2025-09-18 10:23:24","7","id","1891901114","2025-09-18 10:17:05","2025-09-18 10:23:24","Perempuan","20 - 29","Universitas Islam Negeri Siber Syekh Nurjati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Sangat Paham","Ya","Sering","Bergantung","Setuju","Ya","Ya","Ya","2025","Tidak","Ya","Tidak",,,,"Ya","Setuju","Sangat Setuju","Setuju","Sangat Perlu","Lebih di terapkan dan di bimbing melalui para dosen"" Nya jga agar mahasiswa tidak kebingungan dan mendapat arahan yang baik dan benar"
"751","2025-09-18 10:30:47","7","id","598247748","2025-09-18 10:28:41","2025-09-18 10:30:47","Laki-laki","< 20","Universitas Islam Negeri Siber Syekh Nurjati","Mahasiswa",,,"S1","Sedikit Mengkhawatirkan","Paham","Paham","Tidak","Sangat Sering","Bergantung","Sangat Setuju","Tidak",,,,,"Tidak",,,,,"Tidak",,,,"Sangat Perlu","Semoga ada pembelajaran "
"755","2025-09-18 10:42:38","7","id","1734906666","2025-09-18 10:39:25","2025-09-18 10:42:38","Laki-laki","30 - 45","Universitas Islam Negeri Siber Syekh Nurjati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Tidak","Sering","Tidak Bergantung","Setuju","Ya","Tidak","Tidak",,,"Ya","Ya",,,,"Tidak","Setuju","Setuju","Setuju","Perlu","Cukup"
"757","2025-09-18 10:51:48","7","id","1628558383","2025-09-18 10:48:13","2025-09-18 10:51:48","Perempuan","< 20","Universitas Islam Negeri Siber Syekh Nurjati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Ya","Sering","Bergantung","Setuju","Tidak",,,,,"Ya","Tidak",,,,"Tidak","Setuju","Setuju","Setuju","Perlu","semoga "
"758","2025-09-18 11:18:31","7","id","706988832","2025-09-18 11:14:24","2025-09-18 11:18:31","Laki-laki","< 20","Universitas Islam Negeri Siber Syekh Nurjati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Tidak","Pernah","Bergantung","Setuju","Tidak",,,,,"Tidak",,,,,"Tidak",,,,"Perlu","Gunakanlah AI seperlunya saja dan jangan bergantung sama AI "
"760","2025-09-18 11:32:01","7","id","59567078","2025-09-18 11:22:12","2025-09-18 11:32:01","Perempuan","30 - 45","Universitas Islam Negeri Siber Syekh Nurjati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Tidak","Pernah","Bergantung","Setuju","Tidak",,,,,"Tidak",,,,,"Tidak",,,,"Perlu","Agar lebih membantu pengerjaan tugas dengan mudah. "
"761","2025-09-18 11:32:08","7","id","300456962","2025-09-18 11:23:56","2025-09-18 11:32:08","Perempuan","30 - 45","Universitas Islam Negeri Siber Syekh Nurjati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Tidak","Pernah","Bergantung","Setuju","Tidak",,,,,"Tidak",,,,,"Tidak",,,,"Perlu","Agar lebih membantu pengerjaan tugas dengan mudah"
"762","2025-09-18 11:32:14","7","id","1437122973","2025-09-18 11:28:54","2025-09-18 11:32:14","Perempuan","< 20","Universitas Islam Negeri Siber Syekh Nurjati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Ya","Sering","Bergantung","Sangat Setuju","Tidak",,,,,"Tidak",,,,,"Tidak","Setuju","Setuju","Tidak Setuju","Perlu","Gunakan secukupnya "
"763","2025-09-18 11:35:08","7","id","1194779794","2025-09-18 11:31:17","2025-09-18 11:35:08","Laki-laki","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Sangat Menjanjikan","Paham","Paham","Tidak","Sering","Bergantung","Sangat Setuju","Tidak",,,,,"Tidak",,,,,"Ya",,,,"Perlu","Menurut Saya PTKIN bisa mensosialisasikan penggunakan AI yang bijak dan bertanggung jawab, karena AI mempunyai sisi positif dan sisi negatif"
"764","2025-09-18 11:51:41","7","id","471703634","2025-09-18 11:47:34","2025-09-18 11:51:41","Perempuan","< 20","Universitas Islam Negeri Siber Syekh Nurjati","Mahasiswa",,,"S1","Sedikit Mengkhawatirkan","Paham","Tidak Paham","Tidak","Pernah","Bergantung","Setuju","Ya","Ya","Ya","2025","Ya","Ya","Ya",,,,"Ya","Setuju","Setuju","Setuju","Perlu","semoga semakin berkembang untuk kedepannya "
"765","2025-09-18 11:59:57","7","id","568275780","2025-09-18 11:55:38","2025-09-18 11:59:57","Perempuan","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Ya","Sering","Tidak Bergantung","Setuju","Tidak",,,,,"Tidak",,,,,"Ya","Setuju","Setuju","Tidak Setuju","Perlu","Semoga dengan adanya regulasi penggunaan AI di PTKIN dapat mengatur cara penggunaannya dengan bijak"
"766","2025-09-18 12:03:34","7","id","1724006446","2025-09-18 11:58:21","2025-09-18 12:03:34","Laki-laki","46 - 60","Universitas Islam Negeri Sunan Gunung Djati","Dosen dengan Tugas Tambahan (DT)","Lektor Kepala (LK)","> 10 tahun",,"Cukup Menjanjikan","Paham","Sangat Tidak Paham","Ya","Sering","Bergantung","Sangat Setuju","Tidak",,,,,"Tidak",,"Tidak",,,"Tidak","Setuju","Setuju","Tidak Setuju","Sangat Perlu","Panduan penggunaan AI sangat diperlukan "
"769","2025-09-18 12:27:16","7","id","422748376","2025-09-18 12:19:35","2025-09-18 12:27:16","Perempuan","< 20","Universitas Islam Negeri Siber Syekh Nurjati","Mahasiswa",,,"S1","Sedikit Mengkhawatirkan","Paham","Paham","Tidak","Pernah","Bergantung","Setuju","Tidak",,,,,"Ya","Tidak",,,,"Tidak",,,,"Perlu","meningkatkan liberasi AI"
"770","2025-09-18 12:30:55","7","id","2109478275","2025-09-18 12:25:15","2025-09-18 12:30:55","Laki-laki","< 20","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Tidak","Sering","Bergantung","Setuju","Tidak",,,,,"Tidak",,,,,"Tidak",,,,"Perlu",""
"771","2025-09-18 12:42:48","7","id","542524007","2025-09-18 12:29:40","2025-09-18 12:42:48","Perempuan","< 20","Universitas Islam Negeri Siber Syekh Nurjati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Ya","Pernah","Bergantung","Setuju","Ya","Ya","Ya","2025","Ya","Ya","Ya",,,,"Ya","Setuju","Setuju","Setuju","Sangat Perlu","Berkembangnya keterampilan yang bernilai tinggi"
"772","2025-09-18 12:50:16","7","id","886865726","2025-09-18 12:45:01","2025-09-18 12:50:16","Perempuan","< 20","Universitas Islam Negeri Siber Syekh Nurjati","Mahasiswa",,,"S1","Sedikit Mengkhawatirkan","Paham","Paham","Ya","Pernah","Tidak Bergantung","Setuju","Ya","Ya","Ya","2022","Tidak","Ya","Tidak",,,,"Ya","Setuju","Setuju","Sangat Setuju","Sangat Perlu","Penggunaan AI harus dibatasi tidak boleh di jadikan kebergantungan sepenuhnya "
"775","2025-09-18 12:54:21","7","id","2092682732","2025-09-18 12:52:00","2025-09-18 12:54:21","Laki-laki","20 - 29","Universitas Islam Negeri Siber Syekh Nurjati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Tidak","Pernah","Tidak Bergantung","Setuju","Tidak",,,,,"Tidak",,,,,"Tidak",,,,"Perlu","Semoga lebih terarahkan"
"777","2025-09-18 12:55:16","7","id","255551781","2025-09-18 12:52:50","2025-09-18 12:55:16","Laki-laki","< 20","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Sedikit Mengkhawatirkan","Paham","Sangat Paham","Ya","Sering","Tidak Bergantung","Sangat Setuju","Tidak",,,,,"Ya","Tidak",,,,"Ya","Setuju","Sangat Setuju","Sangat Setuju","Sangat Perlu","."
"778","2025-09-18 13:03:00","7","id","271652506","2025-09-18 12:54:57","2025-09-18 13:03:00","Perempuan","< 20","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Sangat Paham","Tidak","Sering","Bergantung","Sangat Setuju","Tidak",,,,,"Ya","Ya",,,,"Ya",,,,"Tidak Perlu","Memakai AI di perbolehkan, agar memudahkan dosen/mahasiswa mengerjakan sesuatu, dengan syarat menggunakannya dengan bijak & untuk hal positif.
(penjelasan AI menurut saya lebih mudah untuk di pahami) "
"780","2025-09-18 13:01:50","7","id","194699627","2025-09-18 12:55:26","2025-09-18 13:01:50","Laki-laki","46 - 60","Universitas Islam Negeri Sunan Gunung Djati","Dosen tanpa Tugas Tambahan (DS)","Lektor (L)","> 10 tahun",,"Cukup Menjanjikan","Paham","Paham","Tidak","Pernah","Tidak Bergantung","Setuju","Tidak",,,,,"Tidak",,"Tidak",,,"Tidak",,,,"Perlu","Harus dimanfaatkan secara optimal, walaupun untuk mempergunakan AI sebagai rujukan ilmiah, buku cetak memiliki nilai lebih baik"
"784","2025-09-18 13:31:14","7","id","495107184","2025-09-18 12:59:22","2025-09-18 13:31:14","Perempuan","< 20","Universitas Islam Negeri Siber Syekh Nurjati","Mahasiswa",,,"S1","Cukup Menjanjikan","Tidak Paham","Tidak Paham","Ya","Pernah","Bergantung","Setuju","Ya","Ya","Ya","2022","Ya","Ya","Tidak",,,,"Ya","Setuju","Setuju","Setuju","Perlu","Terimakasih "
"788","2025-09-18 14:16:47","7","id","2048925987","2025-09-18 14:12:09","2025-09-18 14:16:47","Laki-laki","46 - 60","Universitas Islam Negeri Sultan Syarif Kasim","Dosen dengan Tugas Tambahan (DT)","Lektor (L)","> 10 tahun",,"Sangat Mengkhawatirkan","Paham","Paham","Tidak","Pernah","Tidak Bergantung","Setuju","Tidak",,,,,"Tidak",,"Tidak",,,"Tidak",,,,"Tidak Perlu","Boleh saja menggunakan AI tapi tetap harus hati hati karena dampak negatifnya juga sangat memberatkan bagi generasi "
"790","2025-09-18 14:31:37","7","id","98495351","2025-09-18 14:19:52","2025-09-18 14:31:37","Laki-laki","> 60","Universitas Islam Negeri Sunan Gunung Djati","Dosen tanpa Tugas Tambahan (DS)","Lektor (L)","> 10 tahun",,"Sangat Mengkhawatirkan","Sangat Paham","Sangat Paham","Ya","Pernah","Sangat Tidak Bergantung","Sangat Tidak Setuju","Tidak",,,,,"Tidak",,"Tidak",,,"Ya","Setuju","Sangat Setuju","Tidak Setuju","Tidak Perlu","Ada baknta dibuatkan rambu2 atau panduan penggunaan AI  agar civitas akademika bisa mengendalikan batasan2 yang perlu ditaati"
"792","2025-09-18 15:03:30","7","id","1607191362","2025-09-18 14:57:46","2025-09-18 15:03:30","Perempuan","46 - 60","Universitas Islam Negeri Sunan Gunung Djati","Dosen tanpa Tugas Tambahan (DS)","Lektor (L)","> 10 tahun",,"Sedikit Mengkhawatirkan","Paham","Paham","Tidak","Sering","Tidak Bergantung","Setuju","Tidak",,,,,"Ya","Tidak","Tidak",,,"Tidak",,,,"Perlu","Bijak menggunakan AI"
"793","2025-09-18 16:00:06","7","id","1379654565","2025-09-18 15:51:30","2025-09-18 16:00:06","Perempuan","< 20","Universitas Islam Negeri Siber Syekh Nurjati","Mahasiswa",,,"S1","Sedikit Mengkhawatirkan","Paham","Paham","Ya","Sering","Bergantung","Setuju","Ya","Ya","Tidak",,,"Ya","Ya",,,,"Ya","Setuju","Setuju","Tidak Setuju","Perlu","Harapan saya semoga kita bisa menggunakan nya dengan benar dan jangan sampai kita menjadi malas berfikir karena sudah ketergantungan dengan AI"
"794","2025-09-18 15:57:48","7","id","2103133312","2025-09-18 15:53:48","2025-09-18 15:57:48","Laki-laki","< 20","Universitas Islam Negeri Siber Syekh Nurjati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Ya","Sering","Bergantung","Setuju","Ya","Tidak","Ya","2022","Tidak","Ya","Ya",,,,"Tidak","Setuju","Setuju","Setuju","Perlu","Harapan saya semoga AI ini bisa digunakan secara bijak baik dalam menjalankan tugas maupun hal hal lainya"
"796","2025-09-18 16:57:55","7","id","2113251126","2025-09-18 16:54:28","2025-09-18 16:57:55","Laki-laki","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Ya","Pernah","Tidak Bergantung","Setuju","Tidak",,,,,"Ya","Tidak",,,,"Tidak","Setuju","Setuju","Tidak Setuju","Perlu","Bukan hanya sebagai contekan tapi dilihat sebagai pembahasan tambahan dikala tidak mengetahui jawaban"
"801","2025-09-18 23:59:45","7","id","1661382370","2025-09-18 23:55:38","2025-09-18 23:59:45","Laki-laki","46 - 60","Universitas Islam Negeri Sunan Gunung Djati","Dosen tanpa Tugas Tambahan (DS)","Lektor Kepala (LK)","> 10 tahun",,"Sangat Menjanjikan","Tidak Paham","Tidak Paham","Tidak","Pernah","Tidak Bergantung","Setuju","Tidak",,,,,"Tidak",,"Tidak",,,"Tidak",,,,"Sangat Perlu","Perlu penguatan penggunaan AI dg koridor moral yg jelas dan tegas"
"805","2025-09-19 03:01:56","7","id","1072814380","2025-09-19 02:35:32","2025-09-19 03:01:56","Laki-laki","< 20","Universitas Islam Negeri Siber Syekh Nurjati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Sangat Paham","Tidak","Sering","Bergantung","Sangat Setuju","Tidak",,,,,"Ya","Tidak",,,,"Tidak",,,,"Perlu","Digunakan dengan bijak. Hanya mencari tahu, bukan mencari jawaban"
"808","2025-09-19 03:15:03","7","id","1340360176","2025-09-19 03:11:59","2025-09-19 03:15:03","Laki-laki","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Sedikit Mengkhawatirkan","Paham","Paham","Ya","Sangat Sering","Bergantung","Tidak Setuju","Tidak",,,,,"Ya","Tidak",,,,"Tidak","Setuju","Setuju","Setuju","Perlu","Semoga Pengunaan Ai Di Ptkin Bisa Di gunakan Lebih Bijak lagi"
"809","2025-09-19 03:18:19","7","id","420349417","2025-09-19 03:14:42","2025-09-19 03:18:19","Perempuan","< 20","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Sedikit Mengkhawatirkan","Paham","Paham","Ya","Sering","Bergantung","Sangat Setuju","Tidak",,,,,"Ya","Ya",,,,"Tidak","Setuju","Setuju","Tidak Setuju","Tidak Perlu",""
"810","2025-09-19 03:20:07","7","id","306991953","2025-09-19 03:17:28","2025-09-19 03:20:07","Perempuan","< 20","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Tidak","Sering","Bergantung","Sangat Setuju","Tidak",,,,,"Ya","Tidak",,,,"Tidak",,,,"Tidak Perlu","saya harap penggunaan AI ini memang tidak perlu untuk dibatasi,,melainkan diberikan edukasi agar digunakan untuk hal hal yang positif,,karena saya pribadi sangat merasakan manfaat dari AI itu sendiri jika benar benar digunakan untuk hal yang baik"
"812","2025-09-19 03:24:38","7","id","532546063","2025-09-19 03:20:26","2025-09-19 03:24:38","Laki-laki","< 20","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Sangat Menjanjikan","Sangat Paham","Sangat Paham","Tidak","Sering","Bergantung","Setuju","Tidak",,,,,"Ya","Tidak",,,,"Ya",,,,"Perlu","Memperketat regulasi penggunaan AI, seperti pembatasan penggunaan agar tidak terlalu Kencanduan"
"813","2025-09-19 03:36:53","7","id","780993142","2025-09-19 03:20:28","2025-09-19 03:36:53","Laki-laki","< 20","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Sangat Menjanjikan","Paham","Paham","Ya","Sering","Sangat Tidak Bergantung","Sangat Setuju","Tidak",,,,,"Ya","Ya",,,,"Tidak","Setuju","Tidak Setuju","Sangat Setuju","Tidak Perlu",""
